dataset,image,scale,scale_num,split,crop_id,crop_y,crop_x,crop_size,texture_bin,edge_bin,highpass_bin,flat_control,structured_crop,sc_inr_psnr_y,liif_psnr_y,lte_psnr_y,delta_vs_liif,delta_vs_lte,min_external_delta,mean_external_delta,wins_external,texture_var,edge_mag,highpass_energy
BSD100,106024.png,x4,4,ID,6,96,96,96,mid,mid,mid,0,1,48.38410550,48.24797278,48.40313585,0.13613272,-0.01903035,-0.01903035,0.05855119,0,0.01157046,0.02428401,0.14384282
BSD100,106024.png,x4,4,ID,7,96,192,96,high,high,high,0,1,34.34594647,33.97776430,34.39799804,0.36818217,-0.05205157,-0.05205157,0.15806530,0,0.01762493,0.03683104,0.17771183
BSD100,106024.png,x4,4,ID,8,96,288,96,mid,low,mid,0,1,48.68175356,48.63797878,48.66604680,0.04377478,0.01570676,0.01570676,0.02974077,1,0.01160014,0.02251842,0.14389892
BSD100,106024.png,x4,4,ID,9,96,384,96,mid,low,low,0,0,49.82611883,49.79930265,49.81149265,0.02681618,0.01462618,0.01462618,0.02072118,1,0.00713977,0.01756547,0.11585245
BSD100,106024.png,x8,8,OOD,0,0,0,96,high,low,high,0,1,47.10897685,46.88391912,47.20458362,0.22505773,-0.09560677,-0.09560677,0.06472548,0,0.01576844,0.02343976,0.17065296
BSD100,106024.png,x8,8,OOD,1,0,96,96,high,low,high,0,1,47.59181842,47.25468808,47.73157893,0.33713034,-0.13976051,-0.13976051,0.09868491,0,0.01677676,0.02405641,0.17530271
BSD100,106024.png,x8,8,OOD,10,192,0,96,low,high,low,0,1,27.84466814,27.83108211,27.90651300,0.01358603,-0.06184486,-0.06184486,-0.02412942,0,0.00716243,0.03475772,0.12342102
BSD100,106024.png,x8,8,OOD,11,192,96,96,low,mid,low,0,0,29.31256126,29.37094581,29.36693661,-0.05838455,-0.05437535,-0.05838455,-0.05637995,0,0.00615860,0.02909948,0.11069749
BSD100,106024.png,x8,8,OOD,12,192,192,96,mid,high,mid,0,1,26.18584209,26.22640311,26.24113191,-0.04056102,-0.05528982,-0.05528982,-0.04792542,0,0.00865956,0.03433518,0.13028048
BSD100,106024.png,x8,8,OOD,13,192,288,96,mid,mid,mid,0,1,29.51093916,29.51309223,29.39146018,-0.00215307,0.11947898,-0.00215307,0.05866296,0,0.00884742,0.02845987,0.13766673
BSD100,106024.png,x8,8,OOD,14,192,384,96,low,mid,low,0,0,30.30957282,30.25825986,30.15618277,0.05131296,0.15339005,0.05131296,0.10235150,1,0.00633234,0.02839087,0.10938108
BSD100,106024.png,x8,8,OOD,15,224,0,96,low,high,mid,0,1,26.91719674,26.85829761,26.93833898,0.05889913,-0.02114224,-0.02114224,0.01887845,0,0.00518412,0.03652678,0.12520784
BSD100,106024.png,x8,8,OOD,16,224,96,96,low,mid,low,0,0,27.28200889,27.32673699,27.34585355,-0.04472810,-0.06384466,-0.06384466,-0.05428638,0,0.00508453,0.03344194,0.12494379
BSD100,106024.png,x8,8,OOD,17,224,192,96,low,high,low,0,1,26.58663435,26.59851274,26.57428659,-0.01187839,0.01234776,-0.01187839,0.00023468,0,0.00600769,0.03460582,0.11889994
BSD100,106024.png,x8,8,OOD,18,224,288,96,mid,high,mid,0,1,27.02441520,27.03634038,26.95210290,-0.01192518,0.07231230,-0.01192518,0.03019356,0,0.00723338,0.03652718,0.14044788
BSD100,106024.png,x8,8,OOD,19,224,384,96,low,mid,low,0,0,27.57145027,27.60981452,27.48250515,-0.03836425,0.08894512,-0.03836425,0.02529043,0,0.00630990,0.03321856,0.12471037
BSD100,106024.png,x8,8,OOD,2,0,192,96,high,high,high,0,1,26.07590168,25.73962190,26.11080211,0.33627978,-0.03490043,-0.03490043,0.15068967,0,0.02242003,0.03600371,0.19955543
BSD100,106024.png,x8,8,OOD,3,0,288,96,high,low,high,0,1,47.77756594,47.61150899,47.58788093,0.16605695,0.18968501,0.16605695,0.17787098,1,0.01639302,0.02312078,0.17199957
BSD100,106024.png,x8,8,OOD,4,0,384,96,high,low,high,0,1,45.18007113,45.40338714,44.95329557,-0.22331601,0.22677556,-0.22331601,0.00172977,0,0.01510651,0.02343732,0.16412921
BSD100,106024.png,x8,8,OOD,5,96,0,96,high,low,high,0,1,47.62372722,47.40527272,47.58317668,0.21845450,0.04055054,0.04055054,0.12950252,1,0.01418069,0.02276107,0.15889303
BSD100,106024.png,x8,8,OOD,6,96,96,96,mid,mid,mid,0,1,44.69988121,44.14998373,44.38790195,0.54989748,0.31197926,0.31197926,0.43093837,1,0.01259625,0.02609770,0.14946119
BSD100,106024.png,x8,8,OOD,7,96,192,96,high,high,high,0,1,28.20181925,27.62180997,28.66374483,0.58000928,-0.46192558,-0.46192558,0.05904185,0,0.01944530,0.03943415,0.18419279
BSD100,106024.png,x8,8,OOD,8,96,288,96,mid,low,mid,0,1,46.52542714,46.46076385,46.81050552,0.06466329,-0.28507838,-0.28507838,-0.11020755,0,0.01289399,0.02414245,0.15177915
BSD100,106024.png,x8,8,OOD,9,96,384,96,mid,low,low,0,0,47.30912031,47.04533962,47.28084882,0.26378069,0.02827149,0.02827149,0.14602609,1,0.00744272,0.01803202,0.11757541
BSD100,108005.png,x16,16,OOD,0,0,0,96,low,low,low,1,0,27.21600179,27.40165412,27.38925794,-0.18565233,-0.17325615,-0.18565233,-0.17945424,0,0.00403343,0.02392745,0.08091337
BSD100,108005.png,x16,16,OOD,1,0,96,96,low,low,low,1,0,26.67295222,26.67889927,26.62114855,-0.00594705,0.05180367,-0.00594705,0.02292831,0,0.00378247,0.03013679,0.11082822
BSD100,108005.png,x16,16,OOD,10,192,0,96,high,high,high,0,1,19.38896649,19.43842773,19.41579260,-0.04946124,-0.02682611,-0.04946124,-0.03814368,0,0.01027989,0.05486186,0.19858824
BSD100,108005.png,x16,16,OOD,11,192,96,96,mid,mid,high,0,1,21.76231784,21.72870860,21.75053209,0.03360924,0.01178575,0.01178575,0.02269749,1,0.00762956,0.04468790,0.16735430
BSD100,108005.png,x16,16,OOD,12,192,192,96,high,high,mid,0,1,19.17761108,19.12692039,18.80004233,0.05069069,0.37756875,0.05069069,0.21412972,1,0.01070652,0.04642174,0.13935846
BSD100,108005.png,x16,16,OOD,13,192,288,96,high,mid,high,0,1,20.99451306,20.97934251,20.98865086,0.01517055,0.00586220,0.00586220,0.01051637,1,0.01177537,0.04520706,0.15915778
BSD100,108005.png,x16,16,OOD,14,192,384,96,low,mid,mid,0,1,23.31452578,23.20219557,23.31355457,0.11233021,0.00097121,0.00097121,0.05665071,1,0.00516373,0.04041411,0.12755528
BSD100,108005.png,x16,16,OOD,15,224,0,96,high,high,high,0,1,20.71827171,20.72906917,20.67883553,-0.01079746,0.03943618,-0.01079746,0.01431936,0,0.00882048,0.05421157,0.19402136
BSD100,108005.png,x16,16,OOD,16,224,96,96,mid,mid,mid,0,1,23.30208611,23.30079506,23.32587886,0.00129105,-0.02379275,-0.02379275,-0.01125085,0,0.00521429,0.04143413,0.15073195
BSD100,108005.png,x16,16,OOD,17,224,192,96,low,low,low,1,0,24.57220523,24.38076872,24.29670745,0.19143651,0.27549778,0.19143651,0.23346715,1,0.00498049,0.03401973,0.11829294
BSD100,108005.png,x16,16,OOD,18,224,288,96,mid,low,mid,0,1,22.41055277,22.46867557,22.34271704,-0.05812280,0.06783573,-0.05812280,0.00485646,0,0.00873904,0.03782776,0.13547432
BSD100,108005.png,x16,16,OOD,19,224,384,96,low,low,mid,1,0,23.96517329,24.04218156,23.97133167,-0.07700827,-0.00615838,-0.07700827,-0.04158333,0,0.00486717,0.03681102,0.13219842
BSD100,108005.png,x16,16,OOD,2,0,192,96,mid,mid,low,0,1,21.54442512,21.32376090,21.44634613,0.22066422,0.09807899,0.09807899,0.15937160,1,0.00785036,0.04133898,0.10539141
BSD100,108005.png,x16,16,OOD,3,0,288,96,high,high,low,0,1,20.66601716,20.61951915,20.68809008,0.04649801,-0.02207292,-0.02207292,0.01221254,0,0.01060793,0.04920205,0.12453465
BSD100,108005.png,x16,16,OOD,4,0,384,96,low,low,low,1,0,23.32628556,23.55857153,23.48792175,-0.23228597,-0.16163619,-0.23228597,-0.19696108,0,0.00470480,0.03345440,0.07511178
BSD100,108005.png,x16,16,OOD,5,96,0,96,low,low,low,1,0,25.30907892,25.42316230,25.32022725,-0.11408338,-0.01114833,-0.11408338,-0.06261585,0,0.00286531,0.02579907,0.07696028
BSD100,108005.png,x16,16,OOD,6,96,96,96,mid,mid,high,0,1,21.93514613,21.95969059,21.95949180,-0.02454446,-0.02434567,-0.02454446,-0.02444507,0,0.00775113,0.04537057,0.16535033
BSD100,108005.png,x16,16,OOD,7,96,192,96,high,high,high,0,1,16.91117418,16.95416374,16.85559512,-0.04298956,0.05557906,-0.04298956,0.00629475,0,0.02314483,0.08655413,0.29484144
BSD100,108005.png,x16,16,OOD,8,96,288,96,high,high,high,0,1,15.78052230,15.76185897,15.87217721,0.01866333,-0.09165491,-0.09165491,-0.03649579,0,0.02111430,0.07472247,0.15545668
BSD100,108005.png,x16,16,OOD,9,96,384,96,mid,high,mid,0,1,21.14058335,21.06602023,21.11493355,0.07456312,0.02564980,0.02564980,0.05010646,1,0.00797212,0.05592237,0.13351837
BSD100,108005.png,x30,30,OOD,0,0,0,96,low,low,low,1,0,23.76245770,23.72006225,22.67311180,0.04239545,1.08934590,0.04239545,0.56587067,1,0.00511749,0.02637059,0.09404267
BSD100,108005.png,x30,30,OOD,1,0,96,96,low,low,low,1,0,25.59087721,25.25071938,24.96362467,0.34015783,0.62725254,0.34015783,0.48370518,1,0.00445320,0.03133582,0.11051714
BSD100,108005.png,x30,30,OOD,10,192,0,96,high,high,high,0,1,18.73238424,18.75874722,18.52983291,-0.02636298,0.20255133,-0.02636298,0.08809417,0,0.01073939,0.05480136,0.21112591
BSD100,108005.png,x30,30,OOD,11,192,96,96,low,low,mid,1,0,23.91644385,23.80012218,23.76804224,0.11632167,0.14840161,0.11632167,0.13236164,1,0.00491685,0.03889922,0.13235795
BSD100,108005.png,x30,30,OOD,12,192,192,96,high,high,mid,0,1,17.05936497,17.29947403,16.76542763,-0.24010906,0.29393734,-0.24010906,0.02691414,0,0.01435088,0.05067412,0.15197314
BSD100,108005.png,x30,30,OOD,13,192,288,96,mid,low,high,0,1,21.92710432,21.49084186,21.78891604,0.43626246,0.13818828,0.13818828,0.28722537,1,0.00620444,0.03549016,0.15463924
BSD100,108005.png,x30,30,OOD,14,192,384,96,mid,mid,low,0,1,22.85970193,22.96543599,22.90232768,-0.10573406,-0.04262575,-0.10573406,-0.07417991,0,0.00517485,0.03963622,0.12894751
BSD100,108005.png,x30,30,OOD,15,204,0,96,mid,high,high,0,1,20.51469417,20.56568749,20.27278575,-0.05099332,0.24190842,-0.05099332,0.09545755,0,0.00768375,0.04994735,0.18652380
BSD100,108005.png,x30,30,OOD,16,204,96,96,low,mid,mid,0,1,22.65574305,22.52981862,22.44411765,0.12592443,0.21162540,0.12592443,0.16877491,1,0.00512420,0.04049951,0.15201810
BSD100,108005.png,x30,30,OOD,17,204,192,96,high,mid,mid,0,1,18.99467248,19.19255130,18.59634979,-0.19787882,0.39832269,-0.19787882,0.10022193,0,0.01070251,0.04612499,0.15170036
BSD100,108005.png,x30,30,OOD,18,204,288,96,high,mid,high,0,1,18.24181556,17.98878383,18.08211278,0.25303173,0.15970278,0.15970278,0.20636725,1,0.01048174,0.04552928,0.15260245
BSD100,108005.png,x30,30,OOD,19,204,384,96,low,low,low,1,0,24.66252829,24.76169613,24.92079622,-0.09916784,-0.25826793,-0.25826793,-0.17871788,0,0.00384332,0.03558642,0.12524778
BSD100,108005.png,x30,30,OOD,2,0,192,96,mid,mid,low,0,1,19.54933561,19.14773005,19.21722497,0.40160556,0.33211064,0.33211064,0.36685810,1,0.00914061,0.04465539,0.10701101
BSD100,108005.png,x30,30,OOD,3,0,288,96,high,high,mid,0,1,17.94059816,17.88368777,17.77005926,0.05691039,0.17053890,0.05691039,0.11372464,1,0.01207488,0.05132057,0.14072388
BSD100,108005.png,x30,30,OOD,4,0,384,96,low,low,low,1,0,23.24840684,23.08303868,23.10639367,0.16536816,0.14201317,0.14201317,0.15369067,1,0.00501957,0.03557628,0.08663262
BSD100,108005.png,x30,30,OOD,5,96,0,96,low,low,low,1,0,23.95950926,23.92028752,23.79332730,0.03922174,0.16618196,0.03922174,0.10270185,1,0.00353079,0.02703021,0.06584416
BSD100,108005.png,x30,30,OOD,6,96,96,96,mid,mid,high,0,1,21.62300979,21.51774101,21.34979828,0.10526878,0.27321151,0.10526878,0.18924014,1,0.00799357,0.04724513,0.16602403
BSD100,108005.png,x30,30,OOD,7,96,192,96,high,high,high,0,1,16.29264012,16.29677323,16.24552184,-0.00413311,0.04711828,-0.00413311,0.02149258,0,0.02531167,0.09127672,0.30582178
BSD100,108005.png,x30,30,OOD,8,96,288,96,high,high,high,0,1,15.17117495,15.18119582,14.91153266,-0.01002087,0.25964229,-0.01002087,0.12481071,0,0.02671103,0.08300212,0.18682379
BSD100,108005.png,x30,30,OOD,9,96,384,96,mid,high,mid,0,1,20.16066198,20.09212741,20.03346212,0.06853457,0.12719986,0.06853457,0.09786722,1,0.00915623,0.06030064,0.15104206
BSD100,108005.png,x4,4,ID,0,0,0,96,low,low,low,1,0,38.10210183,38.08234682,38.11062360,0.01975501,-0.00852177,-0.00852177,0.00561662,0,0.00203502,0.01997381,0.04727455
BSD100,108005.png,x4,4,ID,1,0,96,96,mid,mid,mid,0,1,26.04585428,26.07244436,25.82126093,-0.02659008,0.22459335,-0.02659008,0.09900164,0,0.00722333,0.03892727,0.14036381
BSD100,108005.png,x4,4,ID,10,192,0,96,high,high,high,0,1,23.80060686,23.78910942,23.85779992,0.01149744,-0.05719306,-0.05719306,-0.02284781,0,0.00905302,0.05255184,0.18775128
BSD100,108005.png,x4,4,ID,11,192,96,96,mid,mid,high,0,1,25.17650165,25.28271355,25.21095601,-0.10621190,-0.03445436,-0.10621190,-0.07033313,0,0.00683885,0.04420971,0.16338143
BSD100,108005.png,x4,4,ID,12,192,192,96,mid,mid,mid,0,1,28.24633880,28.04023464,28.07507713,0.20610416,0.17126167,0.17126167,0.18868292,1,0.00820854,0.04131021,0.12535214
BSD100,108005.png,x4,4,ID,13,192,288,96,high,high,high,0,1,25.83753278,25.77365354,25.87411225,0.06387924,-0.03657947,-0.03657947,0.01364989,0,0.01250680,0.04849922,0.15833551
BSD100,108005.png,x4,4,ID,14,192,384,96,mid,mid,mid,0,1,26.31300080,26.28934554,26.22671865,0.02365526,0.08628215,0.02365526,0.05496870,1,0.00615263,0.04287615,0.13880193
BSD100,108005.png,x4,4,ID,15,224,0,96,mid,high,high,0,1,23.71590728,23.71065832,23.79794396,0.00524896,-0.08203668,-0.08203668,-0.03839386,0,0.00794222,0.04936255,0.18669696
BSD100,108005.png,x4,4,ID,16,224,96,96,low,mid,high,0,1,25.95270197,25.95172770,25.97855145,0.00097427,-0.02584948,-0.02584948,-0.01243761,0,0.00568673,0.04124707,0.15114422
BSD100,108005.png,x4,4,ID,17,224,192,96,low,low,low,1,0,29.65424073,29.48886821,29.51982583,0.16537252,0.13441490,0.13441490,0.14989371,1,0.00505040,0.03226119,0.10851128
BSD100,108005.png,x4,4,ID,18,224,288,96,high,low,mid,0,1,28.17117334,28.30184666,28.37312097,-0.13067332,-0.20194763,-0.20194763,-0.16631048,0,0.00849550,0.03648714,0.13566381
BSD100,108005.png,x4,4,ID,19,224,384,96,low,low,mid,1,0,27.62586598,27.57835022,27.61758365,0.04751576,0.00828233,0.00828233,0.02789904,1,0.00509601,0.03706024,0.12432601
BSD100,108005.png,x4,4,ID,2,0,192,96,low,low,low,1,0,31.74967778,31.75392677,31.69022736,-0.00424899,0.05945042,-0.00424899,0.02760071,0,0.00573967,0.03477574,0.08739772
BSD100,108005.png,x4,4,ID,3,0,288,96,high,mid,low,0,1,30.40355102,30.00839404,29.81742973,0.39515698,0.58612129,0.39515698,0.49063914,1,0.00883056,0.04629099,0.11356603
BSD100,108005.png,x4,4,ID,4,0,384,96,low,low,low,1,0,32.36203962,32.26089104,32.16356711,0.10114858,0.19847251,0.10114858,0.14981054,1,0.00423030,0.03195892,0.07036417
BSD100,108005.png,x4,4,ID,5,96,0,96,low,low,low,1,0,29.06693428,29.06036571,29.07933516,0.00656857,-0.01240088,-0.01240088,-0.00291615,0,0.00442145,0.02997506,0.10311458
BSD100,108005.png,x4,4,ID,6,96,96,96,high,high,high,0,1,24.45798626,24.42953277,24.37612169,0.02845349,0.08186457,0.02845349,0.05515903,1,0.00981428,0.04637633,0.17411742
BSD100,108005.png,x4,4,ID,7,96,192,96,high,high,high,0,1,20.35119891,20.43854929,20.30964194,-0.08735038,0.04155697,-0.08735038,-0.02289671,0,0.01972810,0.07766467,0.27950242
BSD100,108005.png,x4,4,ID,8,96,288,96,high,high,mid,0,1,26.34581195,26.91038825,26.40146595,-0.56457630,-0.05565400,-0.56457630,-0.31011515,0,0.01665356,0.06744623,0.13907661
BSD100,108005.png,x4,4,ID,9,96,384,96,mid,high,low,0,1,26.17741442,26.21025854,26.07534418,-0.03284412,0.10207024,-0.03284412,0.03461306,0,0.00676432,0.04832740,0.11351374
BSD100,108005.png,x8,8,OOD,0,0,0,96,low,low,low,1,0,31.25788070,31.63876332,31.36328893,-0.38088262,-0.10540823,-0.38088262,-0.24314542,0,0.00266172,0.02188891,0.05250780
BSD100,108005.png,x8,8,OOD,1,0,96,96,mid,mid,mid,0,1,23.92103221,23.89436072,23.86463299,0.02667149,0.05639922,0.02667149,0.04153535,1,0.00671070,0.03766407,0.14411786
BSD100,108005.png,x8,8,OOD,10,192,0,96,high,high,high,0,1,21.51816727,21.51235391,21.48942647,0.00581336,0.02874080,0.00581336,0.01727708,1,0.00920430,0.05309514,0.18991664
BSD100,108005.png,x8,8,OOD,11,192,96,96,mid,mid,high,0,1,23.20788516,23.16076611,23.11009747,0.04711905,0.09778769,0.04711905,0.07245337,1,0.00732493,0.04547591,0.16765794
BSD100,108005.png,x8,8,OOD,12,192,192,96,high,mid,mid,0,1,23.23195083,22.84739411,23.10601036,0.38455672,0.12594047,0.12594047,0.25524860,1,0.00888982,0.04323859,0.12919705
BSD100,108005.png,x8,8,OOD,13,192,288,96,high,high,high,0,1,22.38234556,22.29070719,22.30877187,0.09163837,0.07357369,0.07357369,0.08260603,1,0.01361067,0.04968680,0.16309693
BSD100,108005.png,x8,8,OOD,14,192,384,96,low,mid,mid,0,1,24.07950760,23.99377976,23.94280151,0.08572784,0.13670609,0.08572784,0.11121697,1,0.00583646,0.04202820,0.13356262
BSD100,108005.png,x8,8,OOD,15,224,0,96,mid,high,high,0,1,21.90213765,21.86581996,21.87647652,0.03631769,0.02566113,0.02566113,0.03098941,1,0.00793428,0.05064734,0.18741728
BSD100,108005.png,x8,8,OOD,16,224,96,96,low,mid,high,0,1,24.19504796,24.12337883,24.10769100,0.07166913,0.08735696,0.07166913,0.07951305,1,0.00588341,0.04207128,0.15547857
BSD100,108005.png,x8,8,OOD,17,224,192,96,low,low,low,1,0,26.26748223,25.97170828,26.14896212,0.29577395,0.11852011,0.11852011,0.20714703,1,0.00517144,0.03278410,0.10933091
BSD100,108005.png,x8,8,OOD,18,224,288,96,high,low,mid,0,1,26.34790443,25.97267184,26.23442764,0.37523259,0.11347679,0.11347679,0.24435469,1,0.00914355,0.03655311,0.13475634
BSD100,108005.png,x8,8,OOD,19,224,384,96,low,low,mid,1,0,24.96444222,24.84760658,24.93984197,0.11683564,0.02460025,0.02460025,0.07071795,1,0.00517783,0.03718338,0.12074625
BSD100,108005.png,x8,8,OOD,2,0,192,96,mid,low,low,0,0,25.55509648,25.55517278,25.34512287,-0.00007630,0.20997361,-0.00007630,0.10494866,0,0.00625020,0.03660639,0.09286431
BSD100,108005.png,x8,8,OOD,3,0,288,96,high,high,low,0,1,23.33303538,23.34023688,23.23065408,-0.00720150,0.10238130,-0.00720150,0.04758990,0,0.00907067,0.04696592,0.11704059
BSD100,108005.png,x8,8,OOD,4,0,384,96,low,low,low,1,0,26.16058459,26.10468433,26.11182884,0.05590026,0.04875575,0.04875575,0.05232800,1,0.00441746,0.03220160,0.07412089
BSD100,108005.png,x8,8,OOD,5,96,0,96,low,low,low,1,0,26.81616270,26.59548238,26.76153189,0.22068032,0.05463081,0.05463081,0.13765557,1,0.00416013,0.02900473,0.09863357
BSD100,108005.png,x8,8,OOD,6,96,96,96,mid,mid,high,0,1,22.87723990,22.81993796,22.78269588,0.05730194,0.09454402,0.05730194,0.07592298,1,0.00832175,0.04591696,0.18175326
BSD100,108005.png,x8,8,OOD,7,96,192,96,high,high,high,0,1,18.14514394,18.16799885,18.08207741,-0.02285491,0.06306653,-0.02285491,0.02010581,0,0.02014838,0.07961369,0.28393760
BSD100,108005.png,x8,8,OOD,8,96,288,96,high,high,mid,0,1,19.62993420,19.30378899,19.57806437,0.32614521,0.05186983,0.05186983,0.18900752,1,0.01796045,0.06997368,0.14349701
BSD100,108005.png,x8,8,OOD,9,96,384,96,mid,high,low,0,1,22.82641663,22.93858899,22.79434344,-0.11217236,0.03207319,-0.11217236,-0.04004958,0,0.00702455,0.05088062,0.11967992
BSD100,108070.png,x16,16,OOD,0,0,0,96,low,low,low,1,0,28.36763793,28.33530187,28.34117416,0.03233606,0.02646377,0.02646377,0.02939991,1,0.00220771,0.02451503,0.07829189
BSD100,108070.png,x16,16,OOD,1,0,96,96,mid,mid,mid,0,1,19.00089443,19.03319456,18.94142912,-0.03230013,0.05946531,-0.03230013,0.01358259,0,0.01104486,0.05741695,0.18537496
BSD100,108070.png,x16,16,OOD,10,192,0,96,low,low,low,1,0,27.70744316,27.69905990,27.67224279,0.00838326,0.03520037,0.00838326,0.02179181,1,0.00253818,0.02906807,0.09199160
BSD100,108070.png,x16,16,OOD,11,192,96,96,high,high,high,0,1,19.88415872,19.88557317,19.87824518,-0.00141445,0.00591354,-0.00141445,0.00224954,0,0.01239485,0.05923790,0.24619871
BSD100,108070.png,x16,16,OOD,12,192,192,96,high,high,high,0,1,18.79989904,18.78752908,18.75850987,0.01236996,0.04138917,0.01236996,0.02687957,1,0.01792992,0.07058152,0.25941098
BSD100,108070.png,x16,16,OOD,13,192,288,96,mid,mid,mid,0,1,20.80987901,20.82123286,20.77065016,-0.01135385,0.03922885,-0.01135385,0.01393750,0,0.01015613,0.05177873,0.23153278
BSD100,108070.png,x16,16,OOD,14,192,384,96,high,high,high,0,1,19.30078375,19.25635139,19.27183222,0.04443236,0.02895153,0.02895153,0.03669194,1,0.01216090,0.06392673,0.27561110
BSD100,108070.png,x16,16,OOD,15,224,0,96,low,low,low,1,0,29.97759554,29.90600712,29.98159862,0.07158842,-0.00400308,-0.00400308,0.03379267,0,0.00163313,0.02142486,0.06149482
BSD100,108070.png,x16,16,OOD,16,224,96,96,low,low,low,1,0,27.27230047,27.30590206,27.26306382,-0.03360159,0.00923665,-0.03360159,-0.01218247,0,0.00254482,0.02951032,0.08573648
BSD100,108070.png,x16,16,OOD,17,224,192,96,mid,mid,mid,0,1,21.27059907,21.22142993,21.20481217,0.04916914,0.06578690,0.04916914,0.05747802,1,0.00865152,0.05048898,0.18668485
BSD100,108070.png,x16,16,OOD,18,224,288,96,low,low,low,1,0,26.08402857,26.08250987,26.06535123,0.00151870,0.01867734,0.00151870,0.01009802,1,0.00477539,0.03330227,0.14086823
BSD100,108070.png,x16,16,OOD,19,224,384,96,low,low,mid,1,0,23.89239985,23.83101242,23.85765539,0.06138743,0.03474446,0.03474446,0.04806594,1,0.00529955,0.03479110,0.17418797
