model,dataset,image,scale,psnr_y,ssim_y,rmse_y,edge_rmse,texture_rmse,flat_rmse,highpass_rmse,fft_low_power,fft_mid_power,fft_high_power
SC-INR,bsd100,106024.png,x16,27.798435009874062,0.7772963945234668,0.04074536846257032,0.07255125790834427,0.0786525160074234,0.009419850073754787,0.06188380718231201,1.2013674165248462e-07,1.136428916709118e-08,1.3017989890084076e-09
SC-INR-NoSinc,bsd100,106024.png,x16,27.7246101579667,0.777960061420431,0.04109315555155247,0.0727877989411354,0.07992628216743469,0.009185596369206905,0.06195102632045746,1.229104343414793e-07,1.14449298720558e-08,1.300335762465074e-09
Bicubic,bsd100,106024.png,x30,22.155526776061848,0.6703591496355982,0.07802318256344545,0.101775623857975,0.11885121464729309,0.05495794117450714,0.05601755157113075,7.855734038699959e-07,1.3500836162793671e-08,1.2952087087729751e-09
LTE,bsd100,106024.png,x30,23.907625762107358,0.7105058196414686,0.0637703369755689,0.0959492176771164,0.108332060277462,0.030796319246292114,0.055929701775312424,5.015276228717504e-07,1.3423574790375836e-08,1.28007846203274e-09
SC-INR-NoPhi,bsd100,106024.png,x30,24.440135282095934,0.7181823531296091,0.0599781734626106,0.09221979230642319,0.1031084805727005,0.027009248733520508,0.055925749242305756,4.3534745768169866e-07,1.3438186674087958e-08,1.2855711877745246e-09
SC-INR-NoPhi-Signed,bsd100,106024.png,x30,24.102274229195757,0.702621575422623,0.06235715441739485,0.0933229923248291,0.10510935634374619,0.031127888709306717,0.05593070387840271,4.762981732348104e-07,1.344411542114775e-08,1.2851311769255342e-09
SC-INR,bsd100,106024.png,x30,24.106925058970656,0.7068542004616996,0.06232377443062569,0.09423954039812088,0.10560920089483261,0.030038926750421524,0.05592573061585426,4.757499672094213e-07,1.3439017072443481e-08,1.283411336633905e-09
SC-INR-NoSinc,bsd100,106024.png,x30,24.252925124238764,0.7159735728314646,0.06128493697210917,0.09301173686981201,0.10523681342601776,0.029193541035056114,0.05592767149209976,4.5768132494858795e-07,1.34397564261769e-08,1.2819463664189631e-09
Bicubic,bsd100,108005.png,x4,24.860830652536734,0.7361276919327256,0.057142398740721106,0.09514778107404709,0.10473126918077469,0.015350356698036194,0.12440454959869385,7.924912949764957e-08,4.4905407276550505e-08,4.007416035503077e-09
LTE,bsd100,108005.png,x4,26.27572893372605,0.812127669969096,0.04855271871722966,0.0824248343706131,0.0859828069806099,0.013921842910349369,0.1206594780087471,2.847188738878494e-08,3.679600255921983e-08,3.962516004632759e-09
SC-INR-NoPhi,bsd100,108005.png,x4,26.323929559604295,0.8128328940545956,0.04828403121536253,0.08181271702051163,0.08555088192224503,0.013854051008820534,0.1205090880393982,2.7693091856729454e-08,3.6391953173415915e-08,3.971115178017577e-09
SC-INR-NoPhi-Signed,bsd100,108005.png,x4,26.36066816631274,0.8130320563705199,0.048080236107010024,0.0813344419002533,0.08495408296585083,0.013954522088170052,0.12023568898439407,2.6981339212277274e-08,3.61460265644559e-08,3.96170662868542e-09
